Campaign_ID,Message,Campagin_Title ,Receiving NPO name ,Number_campaigns_NPO,Campaign_Status,Actual_Donation_Amount,Log10_Donation_Amount,Distinct_Donors,Campaign_Goal,Campaign Completion Rate,Days Left for Campaign,Duration,Campaign Start Date,Campaign Start Date,Month,Month,Day,Year,Campaign End Date,Campaign End Date,Month,Month,Day,Year,NPO Ipc Status For Tax Deductibility,NPO,Campaign Image #,Campaign Image1 Id,Campaign Image2 Id,Campaign Image3 Id,Campaign Image4 Id,Campaign Image5 Id,Campaign Vid #,Campaign Video,Message,Impact Message 1,Impact Message 2,Impact Message 3,Impact Message 4,Impact Message 5,Custom Amount 1,Custom Amount 2,Custom Amount 3,Custom Amount 4,About Campaign,About Charity,Org Cause Animal Welfare,Org Cause Arts & Heritage,Org Cause Children & Youth,Org Cause Community,Org Cause Disability,Org Cause Education,Org Cause Elderly,Org Cause Environment,Org Cause Families,Org Cause Health,Org Cause Humanitarian,Org Cause Social Service,Org Cause Sports,Org Cause Women & Girls,Cam Cause Animal Welfare,Cam Cause Arts & Heritage,Cam Cause Children & Youth,Cam Cause Community,Cam Cause Disability,Cam Cause Education,Cam Cause Elderly,Cam Cause Environment,Cam Cause Families,Cam Cause Health,Cam Cause Humanitarian,Cam Cause Social Service,Cam Cause Sports,Cam Cause Women & Girls
14121959,1,Month of Giving  - You Can Make A Difference to the Community!,Shan You,1,ENDED,68,0,3," 20,000 ",0%,Campaign Ended,135,18/11/19,"November 18, 2019",11,November,18,2019,31/3/20,"March 31, 2020",3,March,31,2020,TRUE,1,1,14193994,0,0,0,0,0,,1,"Thank you for your gift and support. On behalf of our beneficiaries, we would like to express our sincere appreciation for your generosity and kindness.","Thank you for your gift and support. On behalf of our beneficiaries, we would like to express our sincere appreciation for your generosity and kindness.","Thank you for your gift and support. On behalf of our beneficiaries, we would like to express our sincere appreciation for your generosity and kindness.","Thank you for your gift and support. On behalf of our beneficiaries, we would like to express our sincere appreciation for your generosity and kindness.","Thank you for your gift and support. On behalf of our beneficiaries, we would like to express our sincere appreciation for your generosity and kindness.",5000,2000,1000,200,"Shan You is a social service agency that has been serving the community in Singapore for over 24 years, providing professional counselling and social care services based on the guiding values of compassion, mindfulness, morality, and wisdom.  Our services are available to all in the community, regardless of race, religion and ability to pay.

Today, Shan You Wellness Community serves more than 300 elderly and continue to provide a gamut of programme with our core focus in advocating mental wellness in our community such as:

-Behavioural Health Consultation Service that addresses the biopsychosocial needs of service users with chronic diseases
-Public Education for educational health and mental health talk and workshop provide to the public (patients, caregivers, primary care personnel)
-Day Activities and more than 20,000 healthy free meals are given out yearly
-Food Rations to low-income families, needy elderly and disadvantaged communities to enhance their physical, emotional, social and spiritual lives.  The service benefits more than 5,000 recipients yearly.

As most of our services are provided free to segments in our community and in order for Shan You to continue to serve and work towards improving the quality life of the elderly community as part of our annual Month of Giving drive, we are appealing for your generous support towards our cause especially during this festive season to lessen the daily challenges of living for them.","Shan You is a non-profit social service agency set up in 1995 to provide professional counselling and social care services based on the guiding values of compassion, mindfulness, morality, and wisdom. Our services are available to all in the community, regardless of race, religion and ability to pay. 
  
Shan You is a registered society and a charity with the status of Institutions of a Public Character (IPCs). Shan You is a full member of the National Council of Social Service (NCSS). 

With your monetary support, we will be able to continue to serve the community and our beneficiaries, building towards a caring and more resilient society!",,,,Community,,Education,Elderly,,,,,Social Service,,,,,,Community,,Education,Elderly,,,,,Social Service,,
14200312,1,Help to Bath Our Bed-Bound Seniors,Montfort Care,3,ENDED,"17,282",0,140," 20,000 ",86%,Campaign Ended,365,18/11/19,"November 18, 2019",11,November,18,2019,16/11/20,"November 16, 2020",11,November,16,2020,TRUE,1,2,14201013,14201037,0,0,0,1,https://www.youtube.com/watch?v=cqMuvWpHCIc,1,Thank you for your contribution to bath our seniors.,Thank you for your contribution to bath our seniors.,Thank you for your contribution to bath our seniors.,Thank you for your contribution to bath our seniors.,"Montfort Care 20th Anniversary Luncheon Table Sales. Platinum $10,000, Gold $5,000, Silver $3,000. Kindly provide us with your details at payment checkout, for arrangement of the Charity Luncheon.",10,50,100,200,"Imagine going without a bath in humid Singapore for a week, a month or even a year? This is the reality facing some bed-bound elderly, for whom having a warm bath daily at home is an impossible and luxurious task. Many of these elderly can only receive sponge or powder bath or wipe-down cleaning due to the constraints faced by their caregivers.

For Mdm Tan, 75, who injured her spine after a fall four years ago, the injury greatly impacted her mobility. Having no children of their own, Mdm Tan's husband is her sole caregiver. Even though Mdm Tan weighs 28kg, her husband is unable to carry her to the bathroom to shower her. 

This is where the GoodLife! HomeBathing team from Montfort Care comes into the picture. The team now helps to bathe Mdm Tan on a bi-weekly basis. This arrangement has brought her some joy, and it provides some respite for her husband.

This home bathing service, not only provides cleaning for the elderly, but more important it brings comfort and restore the dignity of these individuals.  

Help us to raise the funds needed to provide our bed-bound elderly the HomeBathing service, by making a donation now!

To find out more on this service, please call 9815 7190.","Montfort Care is a network of programmes committed to improving the lives of individuals, families and the community facing transitional challenges. Our team of social service professionals provide community-based social services to empower lives and strengthen communities. Services offered by Montfort Care include Eldercare Services, Family Services and Specialised Services.",,,Children & Youth,Community,,,Elderly,,Families,,,,,,,,Children & Youth,Community,,,Elderly,,Families,,,,,
14220521,1,Support Big Love Child Protection Specialist Centre,Montfort Care,3,ENDED,280,0,4," 10,000 ",3%,Campaign Ended,344,24/11/19,"November 24, 2019",11,November,24,2019,1/11/20,"November 1, 2020",11,November,1,2020,TRUE,1,3,14219289,14219297,14220505,0,0,1,https://www.youtube.com/watch?v=tQPPrVz5_7I,1,Thank you for supporting our work through your kind contribution.,Thank you for supporting our work through your kind contribution.,Thank you for supporting our work through your kind contribution.,Thank you for supporting our work through your kind contribution.,Thank you for supporting our work through your kind contribution.,15,50,100,200,"To most children, items like hangers and rags are just everyday household objects.

But for two brothers, these were things to be feared.

The boys, aged four and six, were beaten daily with such items by their parents.

They both have global developmental delay and their parents thought this was the appropriate way to discipline their special needs boys.

But thanks to the intervention of Big Love Child Protection Specialist Centre, the two boys are now safer.

A social worker from Big Love, which is a programme by charity Montfort Care, stepped in for 10 months to educate the parents on positive ways of parenting the siblings by home-based coaching.

Your support empowers us to make a positive difference to children with child protection issues, please give generously!

Thank you for supporting our work.","Montfort Care is a network of programmes committed to improving the lives of individuals, families and the community facing transitional challenges. Our team of social service professionals provide community-based social services to empower lives and strengthen communities. Services offered by Montfort Care include Eldercare Services, Family Services and Specialised Services.",,,Children & Youth,Community,,,Elderly,,Families,,,,,,,,Children & Youth,Community,,,,,Families,,,,,
14525841,1,Celebrate Children's Stories!,Singapore Book Council Limited,1,ENDED,300,0,3," 5,000 ",6%,Campaign Ended,34,28/11/19,"November 28, 2019",11,November,28,2019,31/12/19,"December 31, 2019",12,December,31,2019,TRUE,1,4,14525803,14525811,14525819,14525827,0,0,,1,Your gift goes a long way to supporting our mission and efforts to nurture Singapore literature and sharing our stories with a wider audience.,Your gift goes a long way to supporting our mission and efforts to nurture Singapore literature and sharing our stories with a wider audience.,Your gift goes a long way to supporting our mission and efforts to nurture Singapore literature and sharing our stories with a wider audience.,Your gift goes a long way to supporting our mission and efforts to nurture Singapore literature and sharing our stories with a wider audience.,Your gift goes a long way to supporting our mission and efforts to nurture Singapore literature and sharing our stories with a wider audience.,50,100,150,200,"Support the Love of Books With Singapore Book Council!

Share the love of reading and stories with the Singapore Book Council (SBC) this Christmas! SBC is the longest-running independent charity in Singapore that aids writers, translators and illustrators in honing their craft.

We celebrated the 10th anniversary of our flagship festival, the Asian Festival of Children's Content (AFCC), this year. Your donation this holiday season will enable us to continue our festival and to support the people behind your child's picture books and stories.

With a donation of $50 or more, you will receive a token of appreciation consisting of the following:

1 limited copy of 'Islands of Creativity: Indonesian Children's Literature Today' 
1 limited copy of  'Skyscrapers, Books and Imagination: The Evolving Children's Literature Landscape in Singapore. 
1 Asian Festival of Children's Content (AFCC) tote bag.

When you've made your donation, please send us the following details to us at info@bookcouncil.sg
1. Your name
2. Best contact number
3. Email address
5. Pick up date and time, or if shipping is required (please note there will be additional costs for shipping).

Pick-ups can be done from 01/01/2020 to 01/02/2020, Monday to Friday (10am to 6pm) at our office, 90 Goodman Road, Block E #03-32 Singapore 439053.

Please note we will need this information to process your order as giving.sg does not provide this to us. We thank you for your generosity in supporting local stories.","The Singapore Book Council (SBC) is an independent charity with IPC status. Established in 1968 to support Singapore authors and literature, SBC aims to Build Our Imagine-nation by developing creativity, imagination, original thought and empathy. We focus on creative writing, translation, illustration, storytelling and reading. We are committed to developing the literary arts sector through our festivals, training workshops and courses, as well as book awards to recognise excellence. 

Because it all starts with a story. 

VISION: International recognition for quality, diverse Singapore literature.

MISSION: To develop, support and advocate a multicultural literary arts sector.",,,,,,,,,,,,,,,,Arts & Heritage,Children & Youth,,,,,,,,,,,
14533567,1,Give hope to Physically Disabled Students,SAWL Scholarship Fund,1,ENDED,"2,260",0,8," 50,000 ",5%,Campaign Ended,33,29/11/19,"November 29, 2019",11,November,29,2019,31/12/19,"December 31, 2019",12,December,31,2019,TRUE,1,2,14533565,14533561,0,0,0,0,,1,Thank you for joining us in giving hope to physically disabled students this giving season!,Thank you for joining us in giving hope to physically disabled students this giving season!,Thank you for joining us in giving hope to physically disabled students this giving season!,Thank you for joining us in giving hope to physically disabled students this giving season!,Thank you for joining us in giving hope to physically disabled students this giving season!,10,50,100,200,"There may be many bursaries available for the physically disabled, but no Scholarships honouring their efforts in education. This Scholarship was founded in memory of the late The Honourable Justice Tan Ah Tah decades ago and to date, more than 400 students have been helped with more than $300,000 worth of scholarships. 

Two young ladies went to University because of this Scholarship Fund; one using the binoculars to decipher the lecturer's scribbles on the board, the other needing the magnifying glass to read the volumes of notes. Both were beneficiaries of SAWL's help through this scholarship. One graduated with a first class honours, the other with a 2nd Upper. Both are today working as research officers and contributing to the nation.

This is what the first class student has to say more than 10 years after receiving the scholarship: 'Without the worry of financial constraints, I was able to concentrate more on my studies and managed to do well. With the qualifications, I was able to get a stable job and am leading a happy life now.' The other, not content, with what she has already achieved pursued a masters degree, even though she has to read with a magnifying glass.

Join us to give hope to physically disabled students!","The SAWL Scholarship Fund was set up in 1987 to further the educational needs of needy students with physical disabilities who have displayed scholastic aptitude. In 2019, the Fund expanded its reach to include students with special needs, Autism Spectrum Disorder and intellectual disability. 

The Fund disbursed about $107,900 in 2019 to about 64 students. Since the inception of the Fund, more than 900 students have benefited from over $900,000 of scholarships disbursed to Secondary Schools, Institute of Technical Education, Junior Colleges and Tertiary institutions. 

The Fund continues to be well received by the community as there are almost no other scholarships available for these students which, unlike bursaries, also celebrates their academic achievements. 

The Fund is a registered Charity in Singapore and has an Institution of Public Character status (IPC).",,,Children & Youth,Community,Disability,Education,,,,,,,,,,,Children & Youth,Community,Disability,Education,,,,,,,,
26711430,1,Empower A Child With A Fulfilling Childhood,Metta Welfare Association,2,ENDED,220,0,6," 3,000 ",7%,Campaign Ended,91,1/1/20,"January 1, 2020",1,January,1,2020,31/3/20,"March 31, 2020",3,March,31,2020,TRUE,1,2,26711473,27463919,0,0,0,1,https://youtu.be/hLuDy8haefY,1,Funds will go towards Metta PreSchool's programme for children with special needs.,Funds will go towards Metta PreSchool's programme for children with special needs.,Funds will go towards Metta PreSchool's programme for children with special needs.,Funds will go towards Metta PreSchool's programme for children with special needs.,Thank you for your generous donations.,20,50,100,200,"Every child deserves a fulfilling childhood, special or not.

Metta PreSchool @Punggol specialises in early intervention programmes for children aged three to six from various races and religions who are diagnosed with mild to moderate autism spectrum disorders (ASD) and/or intellectual disabilities.


Early intervention can help infants and toddlers with delays catch up in their development.

It gives a child the support they need to make progress in life skills. Your kind donations will fund the programmes and services of Metta PreSchool for children with special needs.","All donations will be eligible for tax exemption and it will be included automatically in your tax assessment. Receipts will be mailed out for donations of $50 & above. For donations below $50, you may contact us at finance@metta.org.sg if you require a copy. As Metta sees the importance in saving the environment, we are gradually going paperless for our receipts to all donors with effect from 1 April 2021 onwards. We thank you for your understanding to walk this journey together to protect the environment that we live in. 

-----

Founded in 1992 by Venerable Chao Khun Fa Zhao, Metta Welfare Association was registered as a charity in 1994. Endorsed by the MSF, MOH and MOE, we are a member of the National Council of Social Service, Singapore Hospice Council and Singapore Disability Sports Council. 

Motto:
Compassionate love to share 
Brightens hope to those we care

Vision:
Inspired by the Great Compassionate Vows of The Medicine Buddha, we aim to provide social services for the community, regardless of race",,,Children & Youth,,Disability,,Elderly,,,,,Social Service,,,,,Children & Youth,,Disability,,,,Families,,,Social Service,,
27165745,1,Jakarta Flood 2020,Mercy Relief,2,ENDED,"10,630",0,146," 50,000 ",21%,Campaign Ended,31,7/1/20,"January 7, 2020",1,January,7,2020,6/2/20,"February 6, 2020",2,February,6,2020,TRUE,1,4,27165598,27165712,27165720,27165728,0,0,,1,"Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.",10,50,100,200,"Massive floods marked the first day of the new year in Jakarta after torrential rain pounded the capital and its nearby towns.

The floods with flow depth ranging from 0.2m-2.5m have caused power outages and road closures, as well as several localised landslides. The total number of deaths has climbed to 66 and is expected to continue rising. More than 18 million people are reported to be affected by this devastation with over 173,000  displaced and in urgent need of clean water, food, medical care and shelter. 

Together with a local NGO, Mercy Relief will commence our first phase of relief operations through the distribution of solar lights, hot meal & clean water to the affected communities in Jakarta Metropolitan Area. 

We call for an urgent appeal for donations to reach our initial crowdfunding goal of $50,000 to bring the much-needed aid to the affected communities.

Disasters show no mercy but you can. Donate now.

*Donations for foreign purposes are NOT eligible for tax-deductions.

Photo credits: (Reuters) / (Reuters) /  (AFP/Rezas) / (AP images)","Headquartered in Singapore, Mercy Relief was established in 2003 to respond to human tragedies and disasters in the Asia Pacific. Today, we are Singapore's leading independent disaster relief agency with dedicated leadership, capacity building expertise and an affiliate network operating across the entire disaster management cycle.

Mercy Relief provides emergency aid within 72 hours of an international appeal in the aftermath of a disaster. The objective of our longer-term sustainable development programmes is to uplift and empower communities in five key areas: water & sanitation, shelter, sustainable livelihoods, healthcare and education. For the past 17 years, Mercy Relief has responded to more than 86 human tragedies with more than $44.6 million in relief across 26 countries. We have implemented more than 72 post disaster projects and impacted over 2.6 million lives. 

Find more information about how Mercy Relief is transforming lives across Asia at www.mercyrelief.org.",,,,Community,,Education,,Environment,,,Humanitarian,,,,,,,Community,,,,Environment,Families,,Humanitarian,,,
27224670,1,NKF Gift of Life 2020,The National Kidney Foundation,1,ENDED,"4,270",0,37," 200,000 ",2%,Campaign Ended,177,6/1/20,"January 6, 2020",1,January,6,2020,30/6/20,"June 30, 2020",6,June,30,2020,TRUE,1,3,27224664,27224666,27224668,0,0,1,https://youtu.be/D8c2nOff1dk,1,"To support our cause for the purchase of the medical equipment, providing quality, highly subsidised dialysis treatment to needy kidney patients","To support our cause for the purchase of the medical equipment, providing quality, highly subsidised dialysis treatment to needy kidney patients","To sponsor a dialysis chair, providing comfort for 6 kidney patients who spend more than 624 hours a year on a dialysis chair to sustain their lives.",To sponsor a dialysis machine and give Life and Hope to 6 needy kidney patients who are on dialysis thrice weekly and 4 hours each session.,"Every drop in the ocean counts, your contribution means a lot to us!",50,100,2000,20000,"I am Siew Hoon and I am 46 years old this year. Life had never been easy as I had to raise my daughter on my own after my divorce in 1994. It was really emotionally and physically draining to juggle between work and raising my daughter, Mandy. She was only 10 years old when I was diagnosed with glaucoma. By the time Mandy turned 12, I was completely blind. During that same year, my world came crashing down as I was also struck down with kidney failure. All I see now is darkness with an image of Mandy frozen at that age. 
You know, it can be very stressful and suffocating having to care for my child and also worrying about my dialysis fees. I am really thankful for the financial help that NKF has given me to sustain my life on dialysis for the past 12 years. I am just so thankful for every single day that I am given. I can spend time with the people I love. This is very important to me as it keeps me going. I look forward to the day when I can hold Mandy's child in my arms and enjoy my time as a grandmother. 

As kidney failure is on the rise, more and more kidney patients like me need your help as it is very tough for us to walk this journey on our own.

Your support means a lot to us!

- Koh Siew Hoon 

Your support through this meaningful campaign will give many more patients like Mdm Koh Siew Hoon a chance to lead fulfilling lives and face the future with hope. Please donate now!","The National Kidney Foundation (NKF) is currently supporting more than 5,000 kidney failure patients, about two-thirds of the national kidney failure patient population. Our patients are of the lower income group. Treating a patient costs over $2,000 a month, however, the treatment our patients receive is highly subsidised, with 74% paying $50 or less a month out-of-pocket. 

NKF remains committed to journeying with our patients every step of the way in their treatment and rehabilitative care, advocating kidney health to prevent kidney failure and making a difference in the renal landscape to benefit the community. 

Partner us in giving Life & Hope to our patients now!

All donations received through Giving.sg will be channelled to NKF General Fund, which will be used to provide subsidised dialysis treatment and holistic care for our patients. 

To view our financial statements, please visit our corporate website at https://nkfs.org/about-us/annual-reports/",,,Children & Youth,Community,,,Elderly,,,Health,,,,,,,Children & Youth,Community,,,Elderly,,,Health,,,,
27306265,1,#ImpactFund - Help Us Make A Difference,Mercy Relief,2,ENDED,"41,090",0,267," 50,000 ",82%,Campaign Ended,359,8/1/20,"January 8, 2020",1,January,8,2020,31/12/20,"December 31, 2020",12,December,31,2020,TRUE,1,5,40412640,40412770,47660147,47662202,47662213,0,,1,"Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.","Your contribution, big or small, enables us to continue empowering communities in Asia that are in need.",10,50,100,200,"Mercy Relief, is Singapore's leading independent disaster relief agency, responding to human tragedies and disasters all across Asia Pacific. Established in 2003, we have developed projects across 26 countries, and in 17 years, we have impacted more than 2.5 million lives addressing education, healthcare, shelter, water & sanitation, and sustainable livelihoods.

In 2020, Mercy Relief's team is asking for your support to improve on our provision and delivery of aid and implement a more sustainable way of responding to disasters. We are working hard to build our capability and capacity, and we hope we can count on your support! Join us, donate, and help us achieve this vision!

Check Out Our Video Here: https://www.youtube.com/watch?v=w8QMbRhGMsU&t=2s

--

Photo Credits: Mercy Relief // ACT Indonesia","Headquartered in Singapore, Mercy Relief was established in 2003 to respond to human tragedies and disasters in the Asia Pacific. Today, we are Singapore's leading independent disaster relief agency with dedicated leadership, capacity building expertise and an affiliate network operating across the entire disaster management cycle.

Mercy Relief provides emergency aid within 72 hours of an international appeal in the aftermath of a disaster. The objective of our longer-term sustainable development programmes is to uplift and empower communities in five key areas: water & sanitation, shelter, sustainable livelihoods, healthcare and education. For the past 17 years, Mercy Relief has responded to more than 86 human tragedies with more than $44.6 million in relief across 26 countries. We have implemented more than 72 post disaster projects and impacted over 2.6 million lives. 

Find more information about how Mercy Relief is transforming lives across Asia at www.mercyrelief.org.",,,,Community,,Education,,Environment,,,Humanitarian,,,,,,,Community,,Education,,Environment,,,Humanitarian,,,
27327030,1,An Appeal for ACM's Sikh Display,National Heritage Board - National Heritage Fund,1,ACTIVE,"4,710",,9," 30,000 ",16%,46,44195,11/12/00,"December 11, 2020",12,December,11,,10/12/21,"December 10, 2021",12,December,10,2021,TRUE,1,5,27338478,49267909,49267918,49691142,49691153,0,,1,"Thank you very much for your support!
Cash donations made to ACM are eligible for 2.5 times tax deduction, in line with the Internal Revenue Authority of Singapore regulations.","Thank you very much for your support!
Cash donations made to ACM are eligible for 2.5 times tax deduction, in line with the Internal Revenue Authority of Singapore regulations.","Thank you very much for your support!
Cash donations made to ACM are eligible for 2.5 times tax deduction, in line with the Internal Revenue Authority of Singapore regulations.","Thank you very much for your support!
Cash donations made to ACM are eligible for 2.5 times tax deduction, in line with the Internal Revenue Authority of Singapore regulations.","Thank you very much for your generous support!
Cash donations made to ACM are eligible for 2.5 times tax deduction, in line with the Internal Revenue Authority of Singapore regulations.",100,500,1500,5000,"The Asian Civilisations Museum (ACM) is devoted to exploring the rich artistic heritage of Asia, especially the ancestral cultures of Singaporeans. As a reflection of Singapore's rich and diverse communities and religions, the museum recently installed a permanent showcase of Sikh objects. This collection of important Sikh artefacts is a testament to the community's significance in the larger social fabric of Singapore.
 
ACM would like to thank the Central Sikh Gurdwara Board in Singapore for its donation of S$5,500 in support of this initiative to bridge awareness and appreciation of Sikh artefacts and culture.
 
To grow the museum's collection, ACM would like to seek your donation to acquire new artefacts of the Sikh religion for display at the museum's permanent galleries. Your donation will also be considered for a dollar-for-dollar matching by the Cultural Matching Fund, thus doubling the impact of the gift. The matching fund enables ACM to conduct research, create new knowledge and present exhibitions to the public. Your cash gift will be eligible for a 250% tax deduction in line with IRAS regulations.
 
For more information, please contact supportacm@nhb.gov.sg","The National Heritage Board's mission is to preserve and celebrate the shared heritage of our diverse communities, for the purpose of education, nation building and cultural understanding. It manages the national museums and heritage institutions, sets policies relating to heritage sites, national monuments, and the national collection. Through the national collection, NHB curates heritage programmes and presents exhibitions to connect the past, present, and future generations of Singapore. We need your support in order to grow and sustain our efforts in conserving our heritage and culture. 

For more information on the full scope of NHB's work, https://www.nhb.gov.sg/

Get updates by following us on https://www.facbook.com/NationalHeritageBoardSG/

Pride in our past, Legacy for our Future.",,,,,,,,,,,,,,,,Arts & Heritage,,Community,,,,,,,,,,
27431961,1,"Loving Heart, Healthy Mind Charity Walk & Carnival 2020",Shan You,1,ENDED,100,0,2," 10,000 ",1%,Campaign Ended,80,14/1/20,"January 14, 2020",1,January,14,2020,2/4/20,"April 2, 2020",4,April,2,2020,TRUE,1,1,27431941,0,0,0,0,1,https://youtu.be/U49ssfhikt0,1,Thank you for giving.  Every dollar counts and helps us to reach out and serve more people in our Community.,Thank you for giving.  Every dollar counts and helps us to reach out and serve more people in our Community.,Thank you for giving.  Every dollar counts and helps us to reach out and serve more people in our Community.,Thank you for giving.  Every dollar counts and helps us to reach out and serve more people in our Community.,Thank you for giving.  Every dollar counts and helps us to reach out and serve more people in our Community.,200,100,50,20,"This year marks the 25th anniversary of Shan You.  Shan You has been serving the community in Singapore for over two decades, providing professional counselling and social care services based on the guiding values of compassion, mindfulness, morality and wisdom.  Our services are available to all in the community, regardless of race, religion and ability to pay.  

Loving Heart, Healthy Mind Charity Walk & Carnival is a key project that Shan You has undertaken to raise funds to support our programmes and services so as to reach out and serve more people in our Community.  

We would be grateful if you / your organisation could support our cause through one of the following ways:
-Make an outright donation and enjoy 2.5 times tax exemption* 
-Collect donation for us via a pledge card 
-To participate in the walk

For enquiries, please contact us at 6741 9293 or email partnerus@shanyou.org.sg for more information.","Shan You is a non-profit social service agency set up in 1995 to provide professional counselling and social care services based on the guiding values of compassion, mindfulness, morality, and wisdom. Our services are available to all in the community, regardless of race, religion and ability to pay. 
  
Shan You is a registered society and a charity with the status of Institutions of a Public Character (IPCs). Shan You is a full member of the National Council of Social Service (NCSS). 

With your monetary support, we will be able to continue to serve the community and our beneficiaries, building towards a caring and more resilient society!",,,,Community,,Education,Elderly,,,,,Social Service,,,,,,Community,,Education,Elderly,,,,,Social Service,,
27559843,1,Majid the Legend #15Shorts,Vision 2030 Fund,2,ENDED,500,0,8," 3,000 ",17%,Campaign Ended,91,16/1/20,"January 16, 2020",1,January,16,2020,15/4/20,"April 15, 2020",4,April,15,2020,TRUE,1,4,27559835,27559837,27559839,27559841,0,1,https://youtu.be/1c6NT1qiu6M,1,"Thank you for your donation to Vision 2030.If you wish to donate to One Team Singapore or SportCares, please select the specific campaign to make your donation.","Thank you for your donation to Vision 2030.If you wish to donate to One Team Singapore or SportCares, please select the specific campaign to make your donation.","Thank you for your donation to Vision 2030.If you wish to donate to One Team Singapore or SportCares, please select the specific campaign to make your donation.","Thank you for your donation to Vision 2030.If you wish to donate to One Team Singapore or SportCares, please select the specific campaign to make your donation.","Thank you for your donation to Vision 2030.If you wish to donate to One Team Singapore or SportCares, please select the specific campaign to make your donation.",10,50,100,200,"SportCares is grateful to filmmakers JianHao Tan & Ridhwan Azman for creating the short film, ""Majid The Legend"", as part of NVPC and Blue 3 Asia's 15 Shorts film anthology.

Inspired by the late Majid Ariff's life story, we can all agree that a good coach can change a game, but a great coach can change a life. 

Support SportCares as we look to #ChangingLivesThroughSport, combining positive sport experiences and nurturing sport coaching, to empower the vulnerable and the underserved in Singapore overcome barriers to a life of growth and confidence. 

Established in 2012, SportCares has reached out and engaged more than 36,000 low-income children, youth at-risk, vulnerable seniors and persons with disabilities through sport. 

Together, let's build a City of Good!  #15Shorts #CityofGood  #SGCares","The Vision 2030 Fund was set up by Sport Singapore in 2014 as a charitable trust to enable donors to contribute in support of various programs for the advancement, promotion and development of sports in Singapore.

Please go to One Team Singapore Campaign (www.giving.sg/vision2030/oneteamsingapore) or SportCares Campaign (https://www.giving.sg/vision2030/sportcares)  if you wish to donate to a specific cause.",,,Children & Youth,Community,Disability,,,,,,,,Sports,,,,Children & Youth,Community,,Education,,,,,,,Sports,
27688831,1,Play It Forward,Playeum Ltd,1,ENDED,120,0,8," 10,000 ",1%,Campaign Ended,365,21/1/20,"January 21, 2020",1,January,21,2020,19/1/21,"January 19, 2021",1,January,19,2021,TRUE,1,3,31085071,31085079,31085087,0,0,0,,1,Will support our impact programmes with the community.,Will support our impact programmes with the community.,Will support our impact programmes with the community.,Will support our impact programmes with the community.,Will go towards the Play-It-Forward fund.,10,50,100,200,"Playeum strives for a world of inclusiveness, where every child of any socio-economic background and ability can play side-by-side without fear of judgement through the PIF fund. 

Playeum works closely with community partners such as Family Service Centres (FSCs), Children's Home & Child Protection Services to ensure that children from marginalized backgrounds and as well as children with special needs have the space and time to play creatively. This is done through the support of the Play It Forward fund which supports all components of our hands-on STEAM programme for children and is free for our community partners. 

Through open-ended play, children become masters of their own worlds where creating, exploring, conquering fears, negotiating, making decisions and resolving conflicts become second nature. Providing this physical space empowers children and allows them to step forward to become contributing global citizens.","Playeum is an independent charity organisation (IPC) that champions children through play, creativity and the arts. We advocate for children's voices and the development of crucial 21st century skills such as problem-solving, communication, collaboration, critical thinking and more, through the play and the arts. 

Through our deep-impact programmes and outreach that enhance social-emotional learning and confidence building, we work closely with children under our community partners such as Family Service Centres (FSCs), Children's Home & Child Protection Services, and as well as children with special needs to ensure that all children have the space and time to play creatively. 

Find out more about our work at https://www.playeum.com/.",,,Children & Youth,Community,,Education,,,,,,,,,,Arts & Heritage,Children & Youth,Community,,Education,,,,,,,,
